"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","Milkyway Lower",1998-08-14,NA,NA,NA,7.9,NA,130.1,NA,NA,NA,53.8,15.5,NA,3.96,3.96,NA,NA,NA,NA,0.0457,NA,NA,NA,374,NA,1249,NA,7.89,76.033,NA,NA,28.6,4.09,600.1,96.6,12.8,2
"ARC ","Milkyway Lower",1999-06-28,NA,NA,NA,2.5,NA,113.5,NA,NA,NA,41,11.7,NA,0.96,0.96,NA,NA,NA,NA,0.0761,NA,0.0623,NA,393,NA,997,NA,7.99,78.0154,NA,NA,26.9,2.72,533.6,79.8,18.2,1.8
"ARC ","Milkyway Lower",1999-07-06,NA,NA,NA,5,NA,139.7,NA,NA,NA,42.7,15.5,NA,0.00673,NA,NA,NA,0.00673,NA,0.116,NA,0.04,NA,330,NA,1380,NA,8.2,80.0181,NA,NA,30,13.1,677.1,101.7,22.9,3.2
"ARC ","Milkyway Lower",1999-07-13,NA,NA,NA,9.4,NA,141,NA,NA,NA,47.3,13.4,NA,2.783,2.37,NA,NA,0.413,NA,0.0688,NA,0.14,NA,394,NA,1405,NA,8.83,69.0136,NA,NA,31,3.41,693.3,100.3,20.3,2.2
"ARC ","Milkyway Lower",1999-08-02,NA,NA,NA,6.5,NA,132,NA,NA,NA,45.5,19.5,NA,5.28,5.28,NA,NA,NA,NA,0.0748,NA,0.028,NA,385,NA,1297,NA,7.75,64.0181,NA,NA,26.4,3.83,639.3,91,15.2,1.1
"ARC ","Milkyway Lower",1999-08-11,NA,NA,NA,6.5,NA,125,NA,NA,NA,52.1,17.2,NA,4.06,4.06,NA,NA,NA,NA,0.0479,NA,0.0169,NA,426,NA,1239,NA,7.73,67.0157,NA,NA,29.4,3.87,613.5,97.4,17.2,2.4
"ARC ","Milkyway Lower",2000-06-21,NA,NA,NA,7,NA,77.7,NA,NA,NA,39,15,NA,0.186,0.186,NA,NA,NA,NA,NA,NA,0.1,NA,401,NA,719,NA,7.33,50.0141,NA,NA,24.7,3.61,366.5,64.9,17.2,1.7
"ARC ","Milkyway Lower",2000-06-28,NA,NA,NA,6.2,NA,107.7,NA,NA,NA,44.6,12.2,NA,1.976,1.65,NA,NA,0.326,NA,NA,NA,0.105,NA,359,NA,1035,NA,7.6,54.00912,NA,NA,28.4,3.2,515.2,83.3,20.4,2
"ARC ","Milkyway Lower",2000-07-04,NA,NA,NA,7.6,NA,89.2,NA,NA,NA,45.1,13.3,NA,1.239,0.992,NA,NA,0.247,NA,NA,NA,0.126,NA,413,NA,847,NA,7.16,54.0156,NA,NA,25.4,2.44,425.2,72.3,16.9,1.4
"ARC ","Milkyway Lower",2000-07-06,NA,NA,NA,8.6,NA,63,NA,NA,NA,46.7,16.9,NA,0.586,0.441,NA,NA,0.145,NA,NA,NA,0.503,NA,579,NA,572,NA,7.39,59.0147,NA,NA,21.1,1.77,290.3,57,12.3,0.7
"ARC ","Milkyway Lower",2000-07-12,NA,NA,NA,6.4,NA,111.5,NA,NA,NA,44.1,13.4,NA,1.39,1.39,NA,NA,NA,NA,NA,NA,0.212,NA,396,NA,1082,NA,7.43,59.0103,NA,NA,26.7,2.78,531.4,85.8,15.5,2.3
"ARC ","Milkyway Lower",2000-07-18,NA,NA,NA,6.3,NA,125,NA,NA,NA,46.3,15.7,NA,2.93,1.96,NA,NA,0.97,NA,NA,NA,0.182,NA,402,NA,1228,NA,7.74,66.0094,NA,NA,30.1,2.96,596.7,103.8,20.8,3.4
"ARC ","Milkyway Lower",2000-07-24,NA,NA,NA,5.8,NA,131.5,NA,NA,NA,46.6,15.7,NA,2.465,2.2,NA,NA,0.265,NA,NA,NA,0.0259,NA,395,NA,1296,NA,7.4,66.0128,NA,NA,28.7,3.2,635.1,98.9,20.5,1.3
"ARC ","Milkyway Lower",2000-07-28,NA,NA,NA,5.8,NA,128.6,NA,NA,NA,59.1,13.3,NA,0.0351,NA,NA,NA,0.0351,NA,NA,NA,0.0171,NA,387,NA,1264,NA,7.9,64.0195,NA,0.5,26.9,3.25,584,114,19.7,2.5
"ARC ","Milkyway Lower",2000-08-01,NA,NA,NA,6.1,NA,140.9,NA,NA,NA,57.9,14.9,NA,0.266,NA,NA,NA,0.266,NA,NA,NA,0.0189,NA,361,NA,1388,NA,7.78,64.0132,NA,NA,27.5,3.73,638.6,118.7,21,1.4
"ARC ","Milkyway Lower",2000-08-07,NA,NA,NA,5.2,NA,154.4,NA,NA,NA,59.1,17.3,NA,0.188,NA,NA,NA,0.188,NA,NA,NA,0.00343,NA,351,NA,1529,NA,7.74,62.0108,NA,NA,28.4,3.99,705,130.8,23.2,1.6
"ARC ","Milkyway Lower",2000-08-14,NA,NA,NA,2.6,NA,93,NA,NA,NA,65.5,16.5,NA,0.417,NA,NA,NA,0.417,NA,NA,NA,0.0546,NA,499,NA,882,NA,7.63,57.0174,NA,NA,24.4,4.12,404.6,94.4,17.2,3.4
"ARC ","Milkyway Lower",2001-06-30,NA,NA,NA,12.2,NA,64.7,NA,NA,NA,39.7,14.1,NA,0.129,0.129,NA,NA,NA,NA,0.076,NA,0.128,NA,859,NA,583,NA,7.33,47.0422,NA,NA,19.7,2.45,283.1,55.6,13.5,1
"ARC ","Milkyway Lower",2001-07-06,NA,NA,NA,5.1,NA,74,NA,NA,NA,40.5,16.6,NA,0.482,0.482,NA,NA,NA,NA,0.0627,NA,0.0672,NA,417,NA,692,NA,7.51,59.0165,NA,NA,20.9,1.95,335.1,63.8,14.4,1.2
"ARC ","Milkyway Lower",2001-07-18,NA,NA,NA,6.3,NA,130.3,NA,NA,NA,41.3,14.3,NA,3.29,3.29,NA,NA,NA,NA,0.0408,NA,0.0385,NA,311,NA,1297,NA,7.41,61.0103,NA,NA,25.4,3.05,612.5,94.5,15,1.3
"ARC ","Milkyway Lower",2001-07-20,NA,NA,NA,7.6,NA,120.7,NA,NA,NA,42,12.8,NA,3.58,3.58,NA,NA,NA,NA,0.0269,NA,0.0486,NA,310,NA,1330,NA,7.77,63.0188,NA,NA,26.1,3.25,637.8,96.4,15.5,1.5
"ARC ","Milkyway Lower",2001-07-27,NA,NA,NA,7.2,NA,69.8,NA,NA,NA,45.5,12.6,NA,2.04,2.04,NA,NA,NA,NA,0.0474,NA,0.0118,NA,426,NA,1013,NA,7.25,61.0216,NA,NA,23.2,2.55,483.4,79.5,11.7,1.2
"ARC ","Milkyway Lower",2001-08-01,NA,NA,NA,6,NA,88.4,NA,NA,NA,45.4,13.6,NA,1.21,1.21,NA,NA,NA,NA,0.0391,NA,0.0449,NA,468,NA,834,NA,7.53,62.0122,NA,NA,22.6,2.28,407.1,74.1,12,1.3
"ARC ","Milkyway Lower",2001-08-08,NA,NA,NA,5.9,NA,106.4,NA,NA,NA,44.3,13.7,NA,0.0196,0.0196,NA,NA,NA,NA,0.048,NA,0.0419,NA,374,NA,1028,NA,7.53,55.0162,NA,NA,23.5,3.15,513.5,82.5,13.9,1.1
"ARC ","Milkyway Lower",2001-08-13,NA,NA,NA,7.9,NA,104,NA,NA,NA,44.4,12,NA,2.07,2.07,NA,NA,NA,NA,0.0342,NA,NA,NA,397,NA,990,NA,7.62,48.0111,NA,NA,24,3.39,495.6,80.3,13.3,1.4
"ARC ","Milkyway Lower",2002-06-21,NA,NA,NA,5.6,NA,99.5,NA,NA,NA,38.5,20.5,NA,2.1,2.1,NA,NA,NA,NA,0.0323,NA,0.0297,NA,353,NA,940,NA,NA,50.0118,NA,NA,24.2,3.94,499.6,81.5,15.4,2.3
"ARC ","Milkyway Lower",2002-06-26,NA,NA,NA,9.4,NA,79.7,NA,NA,NA,38.9,16.8,NA,0.665,0.665,NA,NA,NA,NA,0.0584,NA,0.015,NA,454,NA,740,NA,7.68,46.00474,NA,0.4,23.4,3.55,405.6,69.6,14.1,1
"ARC ","Milkyway Lower",2002-06-28,NA,NA,NA,5.8,NA,70.9,NA,NA,NA,33.1,17.9,NA,0.259,0.259,NA,NA,NA,NA,NA,NA,NA,NA,494,NA,660,NA,7.52,75.0284,NA,NA,21,2.99,340.4,60,13.1,1.7
"ARC ","Milkyway Lower",2002-07-05,NA,NA,NA,4.1,NA,61.1,NA,NA,NA,31.5,16.2,NA,0.228,0.228,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,558,NA,7.33,55.00957,NA,NA,18.7,2.55,287.6,56.8,12.3,2.5
"ARC ","Milkyway Lower",2002-07-12,NA,NA,NA,6.9,NA,85.7,NA,NA,NA,36.8,16.6,NA,0.934,0.934,NA,NA,NA,NA,0.0977,NA,0.0984,NA,417,NA,650,NA,7.11,53.00506,NA,NA,23.4,4.68,412.8,70.1,13.8,0.8
"ARC ","Milkyway Lower",2002-07-17,NA,NA,NA,9.4,NA,48.7,NA,NA,NA,38.6,14.2,NA,1.41,1.41,NA,NA,NA,NA,0.0699,NA,0.0568,NA,387,NA,747,NA,7.72,55.0105,NA,0.5,23.2,3.34,512,79.6,14.6,0.9
"ARC ","Milkyway Lower",2002-07-19,NA,NA,NA,7.8,NA,113.3,NA,NA,NA,39.5,15.2,NA,1.6,1.6,NA,NA,NA,NA,0.0487,NA,0.0424,NA,358,NA,1119,NA,NA,61.0137,NA,NA,23.4,3.29,566.3,84.8,12.5,1
"ARC ","Milkyway Lower",2002-07-26,NA,NA,NA,5.8,NA,136.8,NA,NA,NA,42.5,18.6,NA,4.83,4.83,NA,NA,NA,NA,0.745,NA,0.0431,NA,303,NA,475,NA,7.94,166.00604,NA,NA,23.8,3.54,669.3,96.2,13.8,0.8
"ARC ","Milkyway Lower",2002-08-02,NA,NA,NA,6.7,NA,150,NA,NA,NA,42.8,19.5,NA,8.28,8.28,NA,NA,NA,NA,0.0426,NA,0.0601,NA,323,NA,964,NA,7.69,62.0116,NA,NA,25.8,3.86,738.1,107.5,15.4,1.6
"ARC ","Milkyway Lower",2002-08-07,NA,NA,NA,4.4,NA,158.2,NA,NA,NA,40.8,24.4,NA,10.5,10.5,NA,NA,NA,NA,0.0411,NA,0.0447,NA,284,NA,1567,NA,7.8,63.00774,NA,0.3,27.8,3.9,745.8,110.8,17.2,1.2
"ARC ","Milkyway Lower",2002-08-09,NA,NA,NA,3.8,NA,160.9,NA,NA,NA,42.8,21.4,NA,11.6,11.6,NA,NA,NA,NA,0.0207,NA,0.046,NA,271,NA,1618,NA,7.23,66.00649,NA,NA,28.2,4.03,780.7,115.7,NA,NA
"ARC ","Milkyway Lower",2003-06-20,NA,NA,NA,9.2,NA,96.2,NA,NA,NA,35.5,33.5,NA,2.77,2.77,NA,NA,NA,NA,0.0277,NA,0.0401,NA,397,NA,908,NA,7.64,82.00468,NA,NA,20.1,4.24,442.7,69.4,13.8,1.6
"ARC ","Milkyway Lower",2003-06-25,NA,NA,NA,8.7,NA,121.9,NA,NA,NA,35.9,19.3,NA,5.74,5.74,NA,NA,NA,NA,0.0314,NA,0.0539,NA,332,NA,1195,NA,8.03,55.00321,NA,0.2,21,3.79,549.2,80.9,15.1,2
"ARC ","Milkyway Lower",2003-06-27,NA,NA,NA,10.5,NA,128,NA,NA,NA,38.3,20.9,NA,6.4,6.4,NA,NA,NA,NA,0.00737,NA,0.0645,NA,314,NA,1269,NA,7.48,54.004,NA,NA,21.9,4.17,597.8,87.9,14.2,1.9
"ARC ","Milkyway Lower",2003-07-04,NA,NA,NA,7,NA,68,NA,NA,NA,46.8,45.7,NA,2.25,2.25,NA,NA,NA,NA,0.058,NA,0.0452,NA,632,NA,632,NA,7.51,58.00645,NA,NA,17.9,3.02,301,57.9,9.5,0.9
"ARC ","Milkyway Lower",2003-07-11,NA,NA,NA,8.3,NA,87.5,NA,NA,NA,43.1,15.8,NA,1.17,1.17,NA,NA,NA,NA,0.0161,NA,0.0289,NA,458,NA,842,NA,7.67,64.00701,NA,NA,20.8,2.5,395.9,72.2,11.6,0.5
"ARC ","Milkyway Lower",2003-07-16,NA,NA,NA,6,NA,62.9,NA,NA,NA,42.2,24,NA,0.49,0.49,NA,NA,NA,NA,0.124,NA,0.0219,NA,528,NA,584,NA,8.14,58.00717,NA,0.1,17.9,2.22,286,57.3,10.3,3.2
"ARC ","Milkyway Lower",2003-07-25,NA,NA,NA,7.2,NA,83.9,NA,NA,NA,41.4,20.7,NA,1.42,1.42,NA,NA,NA,NA,0.0596,NA,0.0631,NA,450,NA,795,NA,8.2,60.0103,NA,NA,19.7,2.72,382.1,65,10.5,1.5
"ARC ","Milkyway Lower",2003-08-01,NA,NA,NA,4.6,NA,64.6,NA,NA,NA,39.6,17.7,NA,0.823,0.823,NA,NA,NA,NA,0.0459,NA,0.0405,NA,462,NA,644,NA,7.69,53.0104,NA,NA,17.9,2.5,295.3,56.8,10.4,0.8
"ARC ","Milkyway Lower",2003-08-06,NA,NA,NA,6.7,NA,85.8,NA,NA,NA,39.1,23.4,NA,1.35,1.35,NA,NA,NA,NA,0.0851,NA,0.0713,NA,524,NA,805,NA,7.96,46.00766,NA,0.2,18.2,3.12,378.8,61.7,11.4,0.3
"ARC ","Milkyway Lower",2003-08-15,NA,NA,NA,5.8,NA,67.5,NA,NA,NA,37.1,23.5,NA,0.743,0.743,NA,NA,NA,NA,0.0434,NA,NA,NA,473,NA,640,NA,7.46,56.00796,NA,NA,17.7,3.33,290.6,55.6,11.1,1.2
"ARC ","Milkyway Lower",2004-06-18,NA,NA,NA,9.6,NA,105.4,NA,NA,NA,36.6,10.9,NA,1.63,1.63,NA,NA,NA,NA,0.0433,NA,0.0757,NA,340,NA,1015,NA,7.77,40.00457,NA,0.3,18.5,2.87,466.6,68.2,11.8,2.1
"ARC ","Milkyway Lower",2004-06-23,NA,NA,NA,8.2,NA,121.7,NA,NA,NA,37.1,11.2,NA,1.82,1.82,NA,NA,NA,NA,0.0233,NA,0.0398,NA,314,NA,1219,NA,7.98,47.00818,NA,0.2,19.4,2.85,547.5,79.6,14.4,1
"ARC ","Milkyway Lower",2004-06-25,NA,NA,NA,6,NA,128.6,NA,NA,NA,36.9,10.2,NA,2.59,2.59,NA,NA,NA,NA,0.00398,NA,NA,NA,289,NA,1264,NA,7.31,53.00417,NA,NA,20.3,3.33,569,84.5,14.8,1.5
"ARC ","Milkyway Lower",2004-07-02,NA,NA,NA,9.3,NA,140.7,NA,NA,NA,37.5,11.2,NA,2.37,2.37,NA,NA,NA,NA,0.0299,NA,0.0489,NA,282,NA,1393,NA,7.89,42.0126,NA,NA,21.7,2.93,652.6,93.9,16.1,1.2
"ARC ","Milkyway Lower",2004-07-09,NA,NA,NA,5.6,NA,99.3,NA,NA,NA,48.2,14.6,NA,4.37,4.37,NA,NA,NA,NA,0.0802,NA,0.0449,NA,392,NA,1012,NA,NA,62.011,NA,NA,18.5,2.68,473,76.9,12.4,1.2
"ARC ","Milkyway Lower",2004-07-14,NA,NA,NA,8.8,NA,77.6,NA,NA,NA,45.7,11.9,NA,0.73,0.73,NA,NA,NA,NA,0.0499,NA,0.04,NA,508,NA,727,NA,8.11,63.00948,NA,0,17.5,1.95,345.4,63.9,10.8,7.9
"ARC ","Milkyway Lower",2004-07-16,NA,NA,NA,9.1,NA,90.5,NA,NA,NA,45.5,8.7,NA,1.13,1.13,NA,NA,NA,NA,0.0372,NA,0.0411,NA,420,NA,997,NA,8.1,57.0117,NA,NA,19.2,2.43,461.4,76.9,12.9,0.7
"ARC ","Milkyway Lower",2004-07-23,NA,NA,NA,9.1,NA,89.3,NA,NA,NA,43.7,9.5,NA,0.719,0.719,NA,NA,NA,NA,0.035,NA,0.0616,NA,460,NA,854,NA,7.28,66.0105,NA,NA,17.9,2.4,397.9,68.9,10.7,0.9
"ARC ","Milkyway Lower",2004-07-30,NA,NA,NA,8.1,NA,119.1,NA,NA,NA,49.5,9.5,NA,2.22,2.22,NA,NA,NA,NA,0.0343,NA,0.0661,NA,401,NA,1185,NA,8.25,58.0308,NA,0.3,21.5,3.32,555.1,84.9,11.8,0.7
"ARC ","Milkyway Lower",2004-08-04,NA,NA,NA,8.4,NA,71.3,NA,NA,NA,47.2,10.6,NA,0.273,0.273,NA,NA,NA,NA,0.0319,NA,0.0695,NA,512,NA,652,NA,7.52,63.00981,NA,0.1,18,2.25,310.1,64.4,10.1,0.9
"ARC ","Milkyway Lower",2004-08-06,NA,NA,NA,8.6,NA,93.2,NA,NA,NA,47.3,8.6,NA,0.962,0.962,NA,NA,NA,NA,0.0394,NA,0.0838,NA,441,NA,857,NA,8.21,59.0123,NA,0.2,20.4,2.71,413.4,74.1,11.4,0.5
"ARC ","Milkyway Lower",2004-08-13,NA,NA,NA,8.7,NA,12.9,NA,NA,NA,47.7,9.1,NA,2.78,2.78,NA,NA,NA,NA,0.0489,NA,0.0759,NA,369,NA,1292,NA,7.81,55.0293,NA,0.4,19.4,4.27,586.8,78.4,12.4,0.5
"ARC ","Milkyway Lower",2005-06-17,NA,NA,NA,10.1,NA,127,NA,NA,NA,35,9.3,NA,1.46,1.46,NA,NA,NA,NA,0.412,NA,0.0556,NA,1147,NA,1260,NA,7.26,41.00286,NA,NA,22.3,4.27,574.7,89.6,16,2.9
"ARC ","Milkyway Lower",2005-06-24,NA,NA,NA,7.3,NA,153.3,NA,NA,NA,36.2,11.2,NA,2.73,2.73,NA,NA,NA,NA,0.0426,NA,0.06,NA,281,NA,1549,NA,7.4,47.00174,NA,NA,23.7,3.63,704.6,112.1,19.9,2.7
"ARC ","Milkyway Lower",2005-06-29,NA,NA,NA,10.8,NA,162.2,NA,NA,NA,33.6,11.1,NA,2.8,2.8,NA,NA,NA,NA,0.0813,NA,0.0444,NA,275,NA,1632,NA,7.65,38.00285,NA,0.2,23.7,3.48,735.8,118.3,20.9,3
"ARC ","Milkyway Lower",2005-07-01,NA,NA,NA,6.6,NA,166,NA,NA,NA,38.7,12.2,NA,3.83,3.83,NA,NA,NA,NA,0.00748,NA,0.0464,NA,269,NA,1662,NA,7.23,46.00381,NA,NA,24.3,3.27,750,122.7,21.4,2.4
"ARC ","Milkyway Lower",2005-07-08,NA,NA,NA,5.4,NA,99.2,NA,NA,NA,45.4,13.9,NA,3.59,3.59,NA,NA,NA,NA,0.124,NA,0.0426,NA,439,NA,982,NA,7.01,60.0122,NA,NA,19.3,2.49,438.3,71.1,13.6,1.4
"ARC ","Milkyway Lower",2005-07-15,NA,NA,NA,9.1,NA,79,NA,NA,NA,42.6,12.1,NA,1.1,1.1,NA,NA,NA,NA,0.099,NA,0.0591,NA,491,NA,755,NA,7.34,59.00832,NA,NA,18.7,2.24,345.7,61.1,12.8,34.2
"ARC ","Milkyway Lower",2005-07-20,NA,NA,NA,7.4,NA,105.3,NA,NA,NA,41.3,11.9,NA,3.24,3.24,NA,NA,NA,NA,0.113,NA,0.064,NA,374,NA,1241,NA,8.44,45.00406,NA,0.4,21.3,3.23,557.6,76.7,14.4,0.8
"ARC ","Milkyway Lower",2005-07-22,NA,NA,NA,6.8,NA,136.5,NA,NA,NA,40.9,12.5,NA,4.25,4.25,NA,NA,NA,NA,0.0529,NA,0.0491,NA,345,NA,1356,NA,6.69,49.00826,NA,NA,22,3.35,615.1,82.9,15.5,1.4
"ARC ","Milkyway Lower",2005-07-29,NA,NA,NA,5.5,NA,159.8,NA,NA,NA,43.7,14.2,NA,7.33,7.33,NA,NA,NA,NA,0.0523,NA,0.0466,NA,312,NA,1611,NA,7.05,46.00847,NA,NA,24.6,4.08,786.2,107.7,18.7,1
"ARC ","Milkyway Lower",2005-08-05,NA,NA,NA,7.2,NA,176.2,NA,NA,NA,46.9,15,NA,10.1,10.1,NA,NA,NA,NA,0.0351,NA,0.0377,NA,288,NA,1762,NA,7.64,44.00367,NA,NA,26.2,4.37,859.1,120.9,20.9,1.1
"ARC ","Milkyway Lower",2005-08-10,NA,NA,NA,11.2,NA,181.1,NA,NA,NA,48.7,15.3,NA,10,10,NA,NA,NA,NA,0.0822,NA,0.028,NA,287,NA,1904,NA,7.9,34.0021,NA,0.5,27.5,4.99,908.2,126.3,22.4,1.1
"ARC ","Milkyway Lower",2005-08-12,NA,NA,NA,6.6,NA,187.9,NA,NA,NA,48.5,15.4,NA,10.8,10.8,NA,NA,NA,NA,0.0535,NA,0.0304,NA,283,NA,1918,NA,7.55,40.0032,NA,NA,26.4,4.3,901.2,124.3,22.9,2.2
"ARC ","Milkyway Lower",2005-08-19,NA,NA,NA,4.4,NA,195.2,NA,NA,NA,54,18.5,NA,13.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,1955,NA,8.21,39.005,NA,NA,28.5,4.68,963,135.4,24.9,8.1
"ARC ","Milkyway Lower",2006-06-16,NA,NA,NA,4,NA,59.8,NA,NA,NA,41.3,16.1,NA,0.414,0.414,NA,NA,NA,NA,0.118,NA,0.0362,NA,703,NA,465,NA,7.29,50.0795,NA,0.2,16.2,4.91,263.7,53.2,NA,NA
"ARC ","Milkyway Lower",2006-06-22,NA,NA,NA,8.1,NA,78.5,NA,NA,NA,40.2,13.9,NA,0.53,0.53,NA,NA,NA,NA,0.111,NA,0.0365,NA,579,NA,649,NA,7.6,44.066,NA,0.3,18.3,3.72,348.8,61.3,NA,NA
"ARC ","Milkyway Lower",2006-06-30,NA,NA,NA,7.1,NA,93.4,NA,NA,NA,39.9,13.6,NA,0.933,0.933,NA,NA,NA,NA,0.0949,NA,0.0472,NA,465,NA,846,NA,7.43,43.0632,NA,0.3,19.4,2.99,431.3,65.8,NA,NA
"ARC ","Milkyway Lower",2006-07-07,NA,NA,NA,6.7,NA,88,NA,NA,NA,39.9,11.9,NA,0.533,0.533,NA,NA,NA,NA,0.0469,NA,0.0464,NA,486,NA,805,NA,6.17,48.0778,NA,0.3,18.8,2.45,413.2,66.8,NA,NA
"ARC ","Milkyway Lower",2006-07-14,NA,NA,NA,8.1,NA,106.3,NA,NA,NA,39.8,11.2,NA,0.9,0.9,NA,NA,NA,NA,0.016,NA,0.0469,NA,404,NA,969,NA,7.55,51.0927,NA,0.4,19.6,2.88,495.4,70.7,NA,NA
"ARC ","Milkyway Lower",2006-07-21,NA,NA,NA,6.4,NA,95.2,NA,NA,NA,44.6,12.2,NA,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,894,NA,7.24,51.0631,NA,0.6,19.9,2.54,447.1,72.3,NA,NA
"ARC ","Milkyway Lower",2006-07-28,NA,NA,0,10.1,NA,101.3,NA,NA,NA,45.1,12.8,NA,1.21,1.21,NA,NA,NA,NA,0.0481,NA,0.0558,NA,447,NA,932,NA,7.35,42.0611,NA,0.7,20.2,2.72,472.2,72.8,NA,NA
"ARC ","Milkyway Lower",2006-08-04,NA,NA,90,8.3,NA,131.3,NA,NA,NA,47,13.6,NA,3.06,3.06,NA,NA,NA,NA,0.0154,NA,0.0496,NA,372,NA,1280,NA,7.65,44.0642,NA,0.4,21.6,3.56,612.5,85.4,NA,NA
"ARC ","Milkyway Lower",2006-08-10,NA,NA,NA,7.8,NA,118.9,NA,NA,NA,49,13.2,NA,2.68,2.68,NA,NA,NA,NA,0.047,NA,0.0459,NA,427,NA,1124,NA,7.58,37.0653,NA,0.5,20.8,3.5,561.3,78.9,NA,NA
"ARC ","Milkyway Lower",2006-08-18,NA,NA,NA,5.5,NA,118.1,NA,NA,NA,48.4,13,NA,3.12,3.12,NA,NA,NA,NA,0.0163,NA,0.0594,NA,395,NA,1116,NA,7.37,44.0736,NA,NA,20.2,3.48,553.7,76.4,NA,NA
"ARC ","Milkyway Lower",2007-06-21,NA,NA,NA,11.1,NA,152.1,NA,NA,NA,40.8,11.7,NA,2.61,2.61,NA,NA,NA,NA,0.0223,NA,0.0545,NA,313,NA,1132,NA,7.82,47.00186,NA,0.1,24.8,3.89,717.3,105,NA,NA
"ARC ","Milkyway Lower",2007-06-29,NA,NA,NA,7.9,NA,151.1,NA,NA,NA,44.1,12,NA,4.03,4.03,NA,NA,NA,NA,0.00075,NA,0.0436,NA,468,NA,1279,NA,7.77,45.00265,NA,0.2,24.1,3.29,702.9,105,NA,NA
"ARC ","Milkyway Lower",2007-07-06,NA,NA,NA,9.3,NA,158.8,NA,NA,NA,42.7,10.3,NA,3.26,3.26,NA,NA,NA,NA,NA,NA,0.0579,NA,313,NA,1544,NA,7.87,31.00289,NA,0.2,25.2,3.15,741.9,112,NA,NA
"ARC ","Milkyway Lower",2007-07-11,NA,NA,NA,13.2,NA,168.4,NA,NA,NA,44.5,11.2,NA,4.04,4.04,NA,NA,NA,NA,0.243,NA,0.0894,NA,426,NA,1645,NA,7.85,29.0026,NA,0.5,27.3,4.24,789.6,118.6,NA,NA
"ARC ","Milkyway Lower",2007-07-20,NA,NA,NA,9.6,NA,146.7,NA,NA,NA,54.1,12.9,NA,3.57,3.57,NA,NA,NA,NA,0.0377,NA,0.123,NA,398,NA,1394,NA,7.81,49.00683,NA,0.2,24.9,3.27,684.7,99.7,NA,NA
"ARC ","Milkyway Lower",2007-07-27,NA,NA,NA,8.3,NA,172.5,NA,NA,NA,50.8,11.7,NA,4.45,4.45,NA,NA,NA,NA,0.0278,NA,0.0211,NA,479,NA,1676,NA,7.96,46.00438,NA,0.1,27.3,3.64,814.4,118.1,NA,NA
"ARC ","Milkyway Lower",2007-08-03,NA,NA,NA,8.6,NA,161.1,NA,NA,NA,55,13.6,NA,3.78,3.78,NA,NA,NA,NA,0.0447,NA,NA,NA,503,NA,1556,NA,7.74,54.00913,NA,0,26.1,3.7,759.2,108.5,NA,NA
"ARC ","Milkyway Lower",2007-08-08,NA,NA,NA,8.5,NA,103.4,NA,NA,NA,58.4,15,NA,1.6,1.6,NA,NA,NA,NA,0.0766,NA,0.0353,NA,500,NA,1005,NA,7.68,34.00283,NA,0.2,22.6,3.14,497.8,79.6,NA,NA
"ARC ","Milkyway Lower",2007-08-17,NA,NA,NA,7.5,NA,136.8,NA,NA,NA,55.6,12.7,NA,3.14,3.14,NA,NA,NA,NA,0.0388,NA,0.102,NA,577,NA,1300,NA,7.79,43.00589,NA,NA,23.9,3.78,638.9,87.8,NA,NA
"ARC ","Milkyway Lower",2008-06-20,NA,NA,NA,8.9,NA,75.2,NA,NA,NA,48.3,21,NA,0.285,0.285,NA,NA,NA,NA,0.102,NA,0.0706,NA,701,NA,619,NA,7.37,58.00819,NA,0.1,19.9,3.85,336.8,63.7,NA,NA
"ARC ","Milkyway Lower",2008-06-25,NA,NA,NA,9.9,NA,104.4,NA,NA,NA,49.8,17.6,NA,0.721,0.721,NA,NA,NA,NA,0.0317,NA,0.0511,NA,582,NA,938,NA,7.6,39.776,NA,0.2,22.9,3.7,490.5,74,NA,NA
"ARC ","Milkyway Lower",2008-07-04,NA,NA,NA,8.8,NA,86.8,NA,NA,NA,46.5,17.5,NA,0.325,0.325,NA,NA,NA,NA,0.0492,NA,0.0508,NA,573,NA,777,NA,7.41,NA,NA,0.2,20.2,2.41,396.7,64.4,NA,NA
"ARC ","Milkyway Lower",2008-07-11,NA,NA,NA,8.5,NA,67.9,NA,NA,NA,56.6,21.3,NA,0.171,0.171,NA,NA,NA,NA,0.0796,NA,0.0561,NA,778,NA,556,NA,7.16,59.00908,NA,0.2,18.1,2.92,311.1,63.4,NA,NA
"ARC ","Milkyway Lower",2008-07-15,NA,NA,NA,10.4,NA,93.7,NA,NA,NA,52.8,16.2,NA,0.619,0.619,NA,NA,NA,NA,0.114,NA,0.0525,NA,576,NA,838,NA,7.39,55.0263,NA,0.2,21.5,2.59,428.7,72.2,NA,NA
