"LTER_site","samp_loc","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","SODDIE STREAM",2004,"2004-07-13","0940","6.4199999999999999","11.640000000000001","78.980000000000004","NP","NP","0.38018939632056087","0.54095539991575459","50.898203592814376","18.484698914116485","44.019521700928237","2.4551173852999848","1.7770005359207963","u","30.022402291862722","u","100.70141707612335","116.7786863893954","110.77940282778351","0.026363745548444291","4.8006311265323021","4.4578665924164866","0.34276453411581542","3.9169111925007321","0.54095539991575459","0.1099309097953122","0.061955188222380053","0.047975721572932145","0.061955188222380053","u","-18.11874499146629","NP","NP","NP","NP","NP","NP","NP","1.2654266783747106","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-07-16","1200","6.4100000000000001","12.06","90.129999999999995","NP","NP","0.38904514499428028","u","52.844311377245511","19.216847647252383","44.454497211806981","3.0944708710551891","1.8334132513468535","u","28.898123703956628","u","101.41351563056328","119.99917225235434","120.86153695530348","-0.003580346108694921","2.9013257940842596","2.9459472966508882","u","2.9459472966508882","u","0.092238651772454328","0.095919158003486799","u","0.095919158003486799","u","-17.867576272552153","NP","NP","NP","NP","NP","NP","NP","1.6174662728506428","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-07-20","1115","6.3399999999999999","12.33","93.140000000000001","NP","NP","0.45708818961487424","u","55.08982035928144","19.619940769990126","44.454497211806981","2.9410260344739401","1.8334132513468535","u","28.002864828401776","u","101.53813287759026","122.56237256516735","122.97627807974862","-0.001685704118248332","2.9817158931082983","3.2614391683979811","u","3.2614391683979811","u","0.13466132885646026","0.094756892877897597","0.039904435978562663","0.094756892877897597","u","-17.42917958935514","NP","NP","NP","NP","NP","NP","NP","1.7220403927516565","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-07-22","1120","6.3399999999999999","12.199999999999999","86.239999999999995","NP","NP","0.45708818961487424","u","53.443113772455092","19.274432379072064","44.193511905279735","2.9410260344739401","1.8052068936338248","u","28.190244593052793","u","101.76600441501105","120.30917228089569","116.23545148668661","0.017221785595143046","3.1140811183219457","3.1297164928212928","u","3.1297164928212928","u","0.07858203654678117","0.068218505843610763","0.010363530703170407","0.068218505843610763","u","-17.488392727645589","NP","NP","NP","NP","NP","NP","NP","1.5599904206913069","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-07-26","1245","6.4500000000000002","12.18","91.900000000000006","NP","NP","0.35481338923357464","u","54.590818363273456","20.080618624547551","44.454497211806981","2.762007058462483","1.8334132513468535","u","28.273524488453244","u","103.08338674072492","122.24275464732405","122.00693773980011","0.00096547473701699346","3.7810476414858605","3.8146744058200714","u","3.8146744058200714","u","0.081713695357396518","0.07680635371601989","u","0.07680635371601989","u","-17.431199850567953","NP","NP","NP","NP","NP","NP","NP","1.6653628163167562","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-08-04","1345","6.6200000000000001","12.24","85.780000000000001","NP","NP","0.23988329190194846","u","53.443113772455092","19.118130964132938","45.802921295531064","2.889877755613524","2.1718895439031956","u","28.065324749952115","u","106.85394858648438","121.49392707963457","116.01721429385532","0.023058761597911911","3.4684829403071387","3.2307395746321403","0.23774336567499832","3.2307395746321403","u","0.10208562019758506","0.11135145605992122","u","0.11135145605992122","u","-17.635974347517138","NP","NP","NP","NP","NP","NP","NP","1.4626007823102103","NP","NaN"
"NWT","SODDIE STREAM",2004,"2004-08-10","1100","6.7699999999999996","13.630000000000001","92.109999999999999","NP","NP","0.16982436524617428","u","62.874251497005993","21.989141164856857","45.802921295531064","3.2734898470666467","3.074492990720108","u","28.31516443615347","u","106.44805241045361","134.10962816970672","123.49965742687357","0.04118628999829034","3.3184832972791591","3.1838334511341007","0.13464984614505848","3.1838334511341007","u","0.089655840382256088","0.069380770969199979","0.02027506941305611","0.069380770969199979","u","-17.471410227297667","NP","NP","NP","NP","NP","NP","NP","1.2718128841701923","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-05-24","1315","6.2199999999999998","10.66","42.460000000000001","NP","NP","0.60255958607435722","0.68495791299877906","53.393213572854293","21.46265218821981","20.356853909124919","12.352309344790548","2.9898739175810225","0.56447151757361114","25.795947600289814","0.38219151546458319","45.296589047924236","108.85254651406271","72.192484550909029","0.20249140088245482","13.957177636416857","13.343542733120577","0.61363490329627979","12.094113302548188","1.2494294305723903","0.44214502485955964","0.46855427132433652","u","0.34115709950280881","0.12739717182152774","-17.608572889094752","NP","NP","NP","NP","NP","NP","NP","7.4690280777537801","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-05-26","1205","6.1100000000000003","10.84","35.009999999999998","NP","NP","0.77624711662869017","u","57.834331337325352","20.269825600526488","18.529956763434221","7.1351849010280812","2.9334612021549655","3.8222785618555952","39.953529818366547","0.21075740944017565","77.503952146977142","104.54554571894283","81.930026991817286","0.12127871977207541","13.448206929540863","12.292617104671336","1.1555898248695264","8.4703385428157407","3.8222785618555952","0.2789759152837864","0.22922451088009299","0.049751404403693411","0.1589720410667011","0.07025246981339188","NP","NP","NP","NP","NP","NP","NP","NP","2.9351187904967606","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-05-31","1135","5.9400000000000004","9.8599999999999994","32.840000000000003","NP","NP","1.1481536214968806","u","45.309381237524953","18.163869693978281","23.532175138539703","6.0610710449593377","2.6231912673116518","0.11289430351472222","31.937839886073103","u","58.662678914761806","94.214650736499152","67.513925456899472","0.16509590270349231","7.8633082738974913","8.3396517380967676","u","8.226757434582046","0.11289430351472222","0.23826435074578678","0.20652805578872604","0.031736294957060734","0.20652805578872604","u","-17.189438878488229","NP","NP","NP","NP","NP","NP","NP","5.136414686825054","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-07","1130","5.8799999999999999","8.5800000000000001","29.100000000000001","NP","NP","1.3182567385564063","u","41.017964071856291","16.757156959526156","23.967150649418439","4.2708812848447657","2.1436831861901671","u","32.208499546124571","0.13550074255827468","53.834650715659052","87.331409704202059","63.58768347487301","0.15732751720920832","8.2217795769167612","7.1712823148921583","1.0504972620246029","7.1712823148921583","u","0.34955123652095305","0.12633176212307096","0.22321947439788209","0.081164847936979395","0.045166914186091561","-17.565193856474785","NP","NP","NP","NP","NP","NP","NP","4.4271274298056165","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-09","0845","5.96","9.0199999999999996","31.989999999999998","NP","NP","1.0964781961431831","u","41.666666666666671","16.403422178348141","24.271633507033556","4.1430105876937242","2.4257467633204524","u","32.791458813927733","u","55.059460229295738","87.581211135885269","67.207205577248189","0.13162487214011531","6.8221636788108544","7.2510298642792375","u","7.2510298642792375","u","0.085523342157938914","0.081681410215019054","u","0.081681410215019054","u","-17.494749969036036","NP","NP","NP","NP","NP","NP","NP","5.4906263498920094","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-14","1225","5.9299999999999997","9.5299999999999994","32.600000000000001","NP","NP","1.1748975549395291","trace","43.712574850299404","17.267193155643302","25.48956493749402","4.0918623088333081","2.2283022593292525","u","33.499337924831565","0.11225544004649061","59.392579933062734","91.736092807209573","68.43989562420731","0.14544125752641804","5.2080075963645971","5.1432528718399055","0.064754724524691554","5.1432528718399055","u","0.15638922967650287","0.14860851036353073","0.0077807193129721397","0.11119003034803386","0.037418480015496872","-17.269677375167856","NP","NP","NP","NP","NP","NP","NP","4.8452699784017286","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-16","1240","5.8399999999999999","8.6999999999999993","29.91","NP","NP","1.4454397707459261","trace","39.67065868263473","16.296479104968739","23.880155547242691","3.759398496240602","2.5667785518855948","u","29.730922657961141","0.15932717763285337","52.378409171829389","85.052131601832698","62.367028387479593","0.15388164751445979","6.7382752539855924","7.25731257184062","u","7.25731257184062","u","0.235035836508039","0.20707690320914318","0.027958933298895816","0.15396784399819205","0.053109059210951125","-17.865968710551805","NP","NP","NP","NP","NP","NP","NP","4.8841468682505402","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-21","0955","6.0099999999999998","8.8399999999999999","31.969999999999999","NP","NP","0.97723722095580956","trace","39.02195608782435","15.860480421191182","25.228579630966777","3.4013605442176873","2.2283022593292525","u","28.190244593052793","0.15467811713049656","56.203588976714386","84.489613905155807","62.543224969512536","0.14926181867678212","6.4285663289711348","6.7007217974255173","u","6.7007217974255173","u","0.075514948020920777","0.08271453477109833","u","0.031155162394266141","0.05155937237683219","-17.642706542898523","NP","NP","NP","NP","NP","NP","NP","4.950669546436286","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-22","1030","5.9500000000000002","8.7599999999999998","30.5","NP","NP","1.1220184543019616","trace","39.171656686626747","15.572556762092791","24.880599222263786","3.2223415682062302","2.200095901616224","u","28.16942461920268","0.21957125330922711","54.738410596026498","83.969172693491515","61.089091774128129","0.15773028171359896","6.2035311672271121","5.8213569220444494","0.38217424518266263","5.8213569220444494","u","0.082262542777813655","0.059921224252598958","0.022341318525214697","u","0.073190417769742375","-17.505765090332094","NP","NP","NP","NP","NP","NP","NP","6.9731317494600438","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-28","1239","6.0099999999999998","9.3000000000000007","38.719999999999999","NP","NP","0.97723722095580956","0.54959412281265396","43.063872255489024","16.107272128989798","25.968037999460631","3.2223415682062302","1.9744450399119959","u","26.233167051142185","0.15806805708013172","59.139678131453401","89.888355295914138","67.085680148134315","0.14526399275699048","7.7428659141696476","8.3714936423283142","u","7.82189951951566","0.54959412281265396","0.18328275327694193","0.15070704461806678","0.032575708658875158","0.09801769225802287","0.052689352360043906","-17.254441316348508","NP","NP","NP","NP","NP","NP","NP","4.2643085812446326","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-06-30","1145","5.96","9.3900000000000006","40.229999999999997","NP","NP","1.0964781961431831","u","43.612774451097806","17.201382033563672","26.663998816866613","3.0177484527645646","2.0590641130510816","u","25.941687417240605","0.13027054949312328","62.582745852025916","91.592381950435836","68.361022079784803","0.14523829618694353","8.541412324102037","7.9728272897970243","0.56858503430501273","7.9728272897970243","u","0.12626719183831603","0.11558080971137083","0.010686382126945199","0.072157293213663071","0.043423516497707759","-16.998794895503565","NP","NP","NP","NP","NP","NP","NP","4.5297883969704076","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-05","1010","6.0499999999999998","10.26","50.049999999999997","NP","NP","0.8912509381337449","u","48.552894211576849","20.286278381046397","29.230354331051164","3.3757864047874793","3.4693819987025072","u","24.67166901238372","0.13356363401562601","73.342839849035116","102.33656426659563","78.324614645101846","0.13291150742036398","6.868141675055508","6.7383466483896983","0.12979502666580967","6.7383466483896983","u","0.051494802092077227","0.039181248789307163","0.012313553302770064","u","0.044521211338542005","-16.760893057761137","NP","NP","NP","NP","NP","NP","NP","4.6992269852424453","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-07","1230","6.1399999999999997","10.789999999999999","59.18","NP","NP","0.72443596007499","trace","50.748502994011972","21.067785455742023","31.231241681093355","3.4525088230781038","2.5385721941725663","u","23.838870058379207","0.15235358687931816","79.727978352203962","107.22447491400044","85.709795839431095","0.11151299865260814","8.4645919452833276","7.1885597606859575","1.2760321845973701","7.1885597606859575","u","0.066378252728094528","0.071802156647510801","u","0.021017627687738079","0.050784528959772722","-16.712104414974661","NP","NP","NP","NP","NP","NP","NP","3.7169516670570784","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-12","1125","6.1900000000000004","11.15","67.930000000000007","NP","NP","0.64565422903465353","trace","53.942115768463076","21.273445212240869","33.406119235487047","3.2734898470666467","2.7078103404507372","u","23.110170973625259","0.15409698456770193","84.614968311614334","112.5408242922923","93.902078298643701","0.090285235092731855","6.3274718527561804","5.1786644962767818","1.1488073564793986","5.1786644962767818","u","0.063440304771744047","0.070801317233809002","u","0.019435655711241694","0.051365661522567309","-16.795559738744366","NP","NP","NP","NP","NP","NP","NP","3.1228413383702112","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-14","1145","6.25","11.41","72.450000000000003","NP","NP","0.56234132519034874","trace","54.441117764471059","21.52846331029944","33.623606990926412","3.3246381259270628","3.779651933545821","u","23.422470581376949","u","85.655344299651077","113.48016751681433","99.65212251492278","0.064880103337849215","4.9180749212876691","5.2068652858988909","u","5.2068652858988909","u","0.047846581003422227","u","0.047846581003422227","u","u","-16.722660429464543","NP","NP","NP","NP","NP","NP","NP","3.2651780895844578","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-19","0915","5.9900000000000002","14.68","89.75","NP","NP","1.0232929922807528","0.72957941556540806","62.824351297405194","24.753208292201379","42.279619657413292","11.687381719605137","10.549177784672665","u","22.610491601222549","0.35139148963646932","86.256355479598383","143.29743337447115","123.26106087553168","0.075166888060777898","11.531695545703126","9.5166598841982761","2.0150356615048501","8.787080468632869","0.72957941556540806","0.15199845031316589","0.11018919093433201","0.041809259378833882","u","0.11713049654548978","-16.837368444886305","NP","NP","NP","NP","NP","NP","NP","3.3036292498650841","NP","NaN"
"NWT","SODDIE STREAM",2005,"2005-07-19","DNS","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-05-22","1245","5.9199999999999999","10.23","29.84","NP","NP","1.2022644346174125","0.43514889302976428","47.255489021956087","18.46001974333662","23.923653098330565","9.564728146897858","3.3847629255634217","0.067285004894774458","30.084862213413061","u","57.846008687602371","100.8413033381683","63.376910143871257","0.22813786850990495","11.465155961075771","9.5984064769003403","1.8667494841754309","9.0959725789758021","0.50243389792453874","0.32930845225027444","0.19371085426486731","0.13559759798540713","0.19371085426486731","u","-19.364339173204343","NP","NP","NP","NP","NP","NP","NP","7.46685581635285","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-05-25","1140","5.9900000000000002","9.25","30.109999999999999","NP","NP","1.0232929922807528","0.45128402835785736","40.918163672654693","16.419874958868046","24.924096773351661","5.6007365352155905","2.6513976250246802","u","28.565004122354821","u","58.446058534501184","89.337448960728608","61.326401747379499","0.18591750497348514","7.8354644562959148","8.2012179885340579","u","8.2012179885340579","0.45128402835785736","0.20662491121585846","0.14528314069865048","0.061341770517207989","0.14528314069865048","u","-19.021370328694395","NP","NP","NP","NP","NP","NP","NP","5.1118098296316115","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-05-30","1124","6.0999999999999996","9.4499999999999993","31.32","NP","NP","0.79432823472428116","u","42.614770459081839","17.826587693320171","26.316018408163622","3.9384174722520591","2.1154768284771386","u","31.042581010518251","u","63.62864060385958","91.490122267541963","64.478057838995397","0.17318958527371034","7.469496740845452","5.3401586383659252","2.1293381024795268","5.3401586383659252","u","0.12591205527216376","0.074255827468199129","0.05165622780396463","0.074255827468199129","u","-18.879755213449261","NP","NP","NP","NP","NP","NP","NP","5.5394635027082799","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-06-01","1213","6.1399999999999997","9.7899999999999991","33.93","NP","NP","0.72443596007499","trace","45.109780439121757","18.369529450477131","27.403457185360466","4.0918623088333081","2.5667785518855948","u","31.084220958218477","u","64.792957345296585","95.699065343867659","67.580999510104078","0.17220758614293027","7.4238757166213309","7.3174266600983806","0.10644905652295034","7.3174266600983806","trace","0.12591205527216376","0.12591205527216376","u","0.12591205527216376","u","-18.888808374330182","NP","NP","NP","NP","NP","NP","NP","5.5845598073320843","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-06-06","1215","6.0099999999999998","8.8100000000000005","30.32","NP","NP","0.97723722095580956","u","39.171656686626747","15.819348469891413","26.490008612515116","3.1967674287760222","2.0590641130510816","0.044238439220126158","27.773845116050534","u","56.86986398917611","85.65501841876511","60.19714766832174","0.17454571593570117","6.4012936666024114","5.3776407005218934","1.023652966080518","5.3334022613017673","0.044238439220126158","0.17111125460063278","0.15819719764964163","0.012914056950991154","0.15819719764964163","u","-19.114239224810667","NP","NP","NP","NP","NP","NP","NP","4.5506784660766959","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-06-15","1335","6.0199999999999996","9.5199999999999996","37.630000000000003","NP","NP","0.954992586021435","u","45.708582834331338","18.723264231655147","28.403900860381562","2.7108587796020664","2.312921332468338","u","26.941046162046021","u","66.901659189631843","96.501599291991539","66.883967494514366","0.18127446860822291","5.8071494356272355","5.3432285977425096","0.46392083788472593","5.3432285977425096","u","0.15174016917414607","0.13559759798540713","0.016142571188738936","0.13559759798540713","u","-18.699273766034782","NP","NP","NP","NP","NP","NP","NP","5.3950219241681712","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-06-22","0845","6.1799999999999997","10.4","51.189999999999998","NP","NP","0.66069344800759511","trace","51.546906187624749","20.878578479763078","31.361734334356978","2.7364329190322749","2.1718895439031956","u","25.775127626439701","u","79.794417147333192","107.18434536878468","79.137017170342887","0.15053200457651139","7.8216853363033403","5.8915376212812438","1.9301477150220965","5.8915376212812438","trace","0.1904823400271195","0.12914056950991154","0.061341770517207961","0.12914056950991154","u","-18.280358393774332","NP","NP","NP","NP","NP","NP","NP","5.973749206125186","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-06-28","1440","6.3499999999999996","10.82","58.450000000000003","NP","NP","0.44668359215096326","trace","50.548902195608775","21.010200723922342","33.754099644190035","2.9410260344739401","2.3411276901813669","u","25.816767574139927","u","87.873887346008686","108.70091219034605","86.6078952643213","0.11311838525844618","4.7204552107205835","3.9211234623430213","0.79933174837756216","3.9211234623430213","trace","0.11945502679666818","0.10331245560792923","0.016142571188738949","0.10331245560792923","u","-18.081127615425977","NP","NP","NP","NP","NP","NP","NP","4.2519229412179804","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-07-06","1255","6.4299999999999997","11.18","62.649999999999999","NP","NP","0.37153522909717224","trace","53.243512974051896","21.824613359657778","35.015528625738369","2.762007058462483","2.6513976250246802","u","25.650207783339024","u","92.173680837427909","113.2171972470077","90.951605408363704","0.10905481909607614","5.4051989405070433","5.5600534030142716","u","5.5600534030142716","trace","0.13882611222315488","0.12591205527216376","0.012914056950991126","0.12591205527216376","u","-17.884846514072787","NP","NP","NP","NP","NP","NP","NP","3.0376575391000658","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-07-13","0900","6.3600000000000003","10.68","50.109999999999999","NP","NP","0.43651583224016532","trace","55.08982035928144","22.071405067456396","32.18818780502658","3.0944708710551891","4.4001918032324481","u","23.464110529077175","u","89.367692088585059","112.88039993505978","77.97430233230962","0.18289356870992898","9.3106156339466111","9.5300820321703164","u","9.5300820321703164","trace","0.2001678827403629","0.17111125460063278","0.029056628139730117","0.17111125460063278","u","-15.525941850636089","NP","NP","NP","NP","NP","NP","NP","6.4033494037046443","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-07-20","1030","6.4400000000000004","11.69","64.939999999999998","NP","NP","0.36307805477010047","u","56.087824351297407","21.487331358999668","35.407006585529238","3.0177484527645646","4.1181282261021632","u","22.235732071920516","u","101.45958840703554","116.36298880336098","91.293860298022679","0.12072382208351276","6.2778527419020893","5.6455125047298793","0.63234023717221","5.6455125047298793","u","0.12268354103441595","0.087169884419190297","0.035513656615225653","0.087169884419190297","u","-16.3994749139408","NP","NP","NP","NP","NP","NP","NP","4.1145749710106143","NP","NaN"
"NWT","SODDIE STREAM",2006,"2006-07-27","1045","6.4400000000000004","12.84","78.629999999999995","NP","NP","0.36307805477010047","trace","59.231536926147704","23.609740046067785","38.147352304065286","3.9384174722520591","4.8232871689278758","u","22.777051392023452","u","100.12091433454391","125.29012480330293","106.23033856095132","0.082324412993095078","5.3934902582335598","4.8246196463121214","0.5688706119214384","4.8246196463121214","trace","0.13882611222315488","0.11299799832117259","0.025828113901982294","0.11299799832117259","u","-16.440434135997744","NP","NP","NP","NP","NP","NP","NP","3.5784943359200785","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-05-17","1000","6.0099999999999998","16.07","48.829999999999998","NP","NP","0.97723722095580956","0.95789871989833431","84.181636726546913","33.728200065811123","29.143359228875415","16.341875095903024","4.0053027952500493","u","38.100552145706509","0.72641570349325235","82.802357046215207","165.33020705799063","91.662270644449819","0.28665405723990672","15.392062370151429","14.028857618139892","1.3632047520115371","13.070958898241557","0.95789871989833431","0.82972815910118158","0.45199199328469036","0.37773616581649122","0.20985342545360625","0.24213856783108412","NP","NP","NP","NP","NP","NP","NP","NP","10.32","NP","Mg++ and K+ were checked."
"NWT","SODDIE STREAM",2007,"2007-05-22","0940","5.8799999999999999","10.57","32.890000000000001","NP","NP","1.3182567385564063","u","46.157684630738522","18.673905890095426","24.880599222263786","7.1096107615978728","2.256508617042281","u","33.166218343229758","0.22276748240459737","62.407961261838643","98.140057243252016","68.535494442676637","0.17761790797225063","10.705947867806122","9.0827960904424305","1.6231517773636917","9.0827960904424305","u","0.29379479563504873","0.20339639697811066","0.090398398656938078","0.12914056950991154","0.074255827468199129","NP","NP","NP","NP","NP","NP","NP","NP","5.1150000000000002","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-05-25","0950","6.0499999999999998","11.279999999999999","39.189999999999998","NP","NP","0.8912509381337449","0.45549629820014703","51.646706586826348","21.470878578479763","27.011979225569601","5.2938468620530923","1.7205878204947394","u","35.747895100643753","u","69.283201595100778","106.77015848926268","76.6584829211385","0.16416016242933762","6.177971970556948","6.2190237529182468","u","5.7635274547180995","0.45549629820014703","0.10331245560792923","0.045199199328469032","0.0581132562794602","0.045199199328469032","u","NP","NP","NP","NP","NP","NP","NP","NP","5.2110000000000003","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-05-29","0935","5.9900000000000002","9.8699999999999992","32.770000000000003","NP","NP","1.0232929922807528","u","42.614770459081839","17.357683448502797","25.054589426615284","2.0970794332770706","1.9462386821989675","u","31.521440409070848","u","59.102684611550245","88.147415759757749","66.237679091269825","0.14191613957052987","5.48266186896271","4.9339244789993364","0.54873738996337362","4.9339244789993364","u","0.087169884419190297","u","0.087169884419190297","u","u","NP","NP","NP","NP","NP","NP","NP","NP","4.4219999999999997","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-05-31","1118","6","9.75","32.229999999999997","NP","NP","1","u","43.41317365269461","17.275419545903258","25.707052692933388","4.9613830494603857","1.918032324485939","u","33.395238055581004","u","62.779285053051346","92.35702894099164","67.543270380066943","0.15518268987790926","8.4447443009416929","5.8541269535293825","2.5906173474123104","5.8541269535293825","u","0.048427713566216828","0.041970685090721251","0.006457028475495577","0.041970685090721251","u","NP","NP","NP","NP","NP","NP","NP","NP","4.2910000000000004","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-06-05","0830","6.0499999999999998","8.9299999999999997","28.739999999999998","NP","NP","0.8912509381337449","u","37.874251497005993","15.712405396512009","24.967594324439535","3.6826760779499774","2.0872704707641101","u","30.938481141267687","u","56.688243252866201","83.128178234041258","61.765751612031792","0.147434931502677","3.9478963638829985","4.237472066939393","u","4.237472066939393","u","0.090398398656938064","u","0.090398398656938064","u","u","NP","NP","NP","NP","NP","NP","NP","NP","3.7189999999999999","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-06-07","1000","6.04","9.4700000000000006","29.039999999999999","NP","NP","0.91201083935590899","u","39.421157684630742","16.370516617308326","25.272077182054652","3.6826760779499774","2.0590641130510816","u","32.125219650724119","u","58.540589617603082","85.658438401299605","63.224283763775198","0.15068339906258818","6.0813039473966031","3.9864493421005656","2.0948546052960375","3.9864493421005656","u","0.10976948408342481","0.035513656615225674","0.074255827468199143","0.035513656615225674","u","NP","NP","NP","NP","NP","NP","NP","NP","3.6309999999999998","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-06-14","0815","6.2699999999999996","8.4100000000000001","31.09","NP","NP","0.53703179637025245","u","37.974051896207584","15.136558078315234","25.3590722842304","4.0407140299728921","2.1154768284771386","u","30.60536155966588","u","56.190842412589902","83.047428085096357","63.810838388143026","0.13098744904808363","6.9967229968515072","7.2508156810669178","u","7.2508156810669178","u","0.10331245560792923","u","0.10331245560792923","u","u","NP","NP","NP","NP","NP","NP","NP","NP","3.5070000000000001","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-06-25","0845","6.2599999999999998","9.8900000000000006","38.369999999999997","NP","NP","0.54954087385762418","trace","41.616766467065872","17.110891740704179","28.229910656030068","3.3246381259270628","2.4539531210334808","u","26.253987024992298","0.30025182411054435","67.847504094566688","90.831747863584809","67.378191970136328","0.14824325145498571","7.4424382616890483","7.4178785866763768","0.024559675012671534","7.6441988476943168","trace","0.12268354103441595","0.096855427132433655","0.025828113901982294","u","0.10008394137018145","NP","NP","NP","NP","NP","NP","NP","NP","3.9449999999999998","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-06-28","1220","6.3899999999999997","9.9800000000000004","42.700000000000003","NP","NP","0.40738027780411229","trace","45.758483033932137","18.673905890095426","29.795822495193523","3.912843332821851","3.8360646489718779","u","26.566286632743989","u","74.934807377341031","98.548435029847042","73.102351281715869","0.14824332760086545","7.7682109276274929","7.9683294423383089","u","7.9683294423383089","trace","0.18402531155162394","0.09362691289468586","0.090398398656938078","0.09362691289468586","u","NP","NP","NP","NP","NP","NP","NP","NP","4.4470000000000001","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-07-03","1110","6.4400000000000004","10.949999999999999","55.560000000000002","NP","NP","0.36307805477010047","trace","48.652694610778447","20.895031260282988","32.710158418081065","1.9692087361260295","2.3411276901813669","u","23.651490293728191","u","87.795022431104471","104.59017108003863","81.552617983909556","0.12376280172859486","4.6465620024702465","4.6303554727380467","0.016206529732199826","4.6303554727380467","trace","u","u","u","u","u","NP","NP","NP","NP","NP","NP","NP","NP","4.093","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-07-06","1238","6.3799999999999999","11.56","61.170000000000002","NP","NP","0.41686938347033492","trace","50.898203592814376","21.306350773280684","31.231241681093355","2.3783949670093603","2.9334612021549655","u","22.881151261274017","u","87.533575446841837","106.2310603976681","86.984612463428988","0.099611215018128488","5.945797368402264","3.4359270920345266","2.5098702763677374","3.4359270920345266","trace","0.10331245560792923","0.051656227803964616","0.051656227803964616","0.051656227803964616","u","NP","NP","NP","NP","NP","NP","NP","NP","3.9209999999999998","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-07-10","0950","6.4299999999999997","11.41","68","NP","NP","0.37153522909717224","u","50.449101796407184","21.306350773280684","31.75321229414784","1.0485397166385353","2.6513976250246802","u","22.256552045770629","u","93.238517410809663","104.92873980957141","92.907949670795318","0.060761177162586083","6.4157867306360528","6.6291846045106988","u","6.6291846045106988","u","u","u","u","u","u","NP","NP","NP","NP","NP","NP","NP","NP","3.1415000000000002","NP","NaN"
"NWT","SODDIE STREAM",2007,"2007-07-13","0850","6.5","12.640000000000001","75.859999999999999","NP","NP","0.31622776601683733","u","50.548902195608775","21.882198091477459","33.884592297453658","0.99739143777811889","2.5385721941725663","u","21.652772804117358","u","91.820301929787078","107.62931178833485","100.05134499828992","0.036488553663573398","5.0199547359477963","4.6624829545860189","0.35747178136177737","4.6624829545860189","u","0.06457028475495577","u","0.06457028475495577","u","u","NP","NP","NP","NP","NP","NP","NP","NP","2.8029999999999999","NP","NaN"
